Company,Contact Address,Specialization,Unnamed: 3,Website,Email
"Telelogic India Pvt Ltd,
Bangalore","Website: www.telelogic.com Email:
johan.wilson@telelogic.com","Providing tools, services and components for
Software development",,www.telelogic.com,johan.wilson@telelogic.com
"Temenos India Pvt. Ltd.,
Chennai","Website: www.temenos.com Email:
jay@temenos.com","Integrated banking software, Implementation,
Consultancy to banks, ERP for banks",,www.temenos.com,jay@temenos.com
"Texas Instruments India Ltd.,
Bangalore","Website: www.ti.com/india Email:
s_rajam@ti.com",Integrated Circuit and Software Design,,www.ti.com/india,s_rajam@ti.com
"Texport Technologies Pvt
Ltd, Mumbai","Website: www.textporttechnologies.com
Email: mail@texporttechnologies.com","Network security products, network availability
products, network health checkup, audit & consulting",,www.textporttechnologies.com,mail@texporttechnologies.com
"TGK (India) Ltd., New Delhi","Website: www.tgkindia.com Email:
tgk@vsnl.com","Software Development (In Oracle), ERP Consultancy,
E-commerce Solutions, Education (Oracle)",,www.tgkindia.com,tgk@vsnl.com
"The World Bank (IBRD),
Chennai","Website: www.worldbank.org Email:
rbhatia@worldbank.org",Offshore Services,,www.worldbank.org,rbhatia@worldbank.org
"Thermax Systems &
Software, Pune","Website: www.thermaxsoftware.com Email:
business@thermasoftware.com","Client / Server application development on
contemporary platforms, Web-based applications
development including e-commerce, Euro-related
services including transition plan, analysis and
conversion, Oracle Database Administration and",,www.thermaxsoftware.com,business@thermasoftware.com
Company,Contact Address,Specialization,,,
,,Management,,,
"Thinksoft Global Services (P)
Ltd, Chennai",Email: asvini.kumar@thinksoftglobal.com,"Software testing & vadidation services, Consultancy,
Documentation services",,,asvini.kumar@thinksoftglobal.com
"Thirdware Solution Ltd.,
Mumbai","Website: www.tspl.com Email:
tspl@bom2.vsnl.net.in","ERP Implementation (MFG/PRO), Product
Localisation, EDI, BPR Consulting",,www.tspl.com,tspl@bom2.vsnl.net.in
"Thoughtworks Technologies
India Pvt. Ltd., Bangalore","Website: www.thoughtworks.com Email:
rrohatgi@thoughtworks.com","Full lifecycle development, Agile Methods, EAI, Multi-
site development",,www.thoughtworks.com,rrohatgi@thoughtworks.com
"Three S Solutions Ltd, New
Delhi","Website: www.threeonline.com Email:
nasscom@threesonline.com","Engineering Services (R&D), Implementation of CPC,
Remote legacy Data Migration, Offshore Transaction
Processing",,www.threeonline.com,nasscom@threesonline.com
"Tracmail India Pvt. Ltd., Navi
Mumbai","Website: www.tracmail.com Email:
acooper@tracmail.com","Internet communication Management, Internet Based
Customer Support, Internet communication
Consultancy, Development of internet software
solutions and products.",,www.tracmail.com,acooper@tracmail.com
"TransWorks Information
Services Pvt. Ltd., Mumbai","Website: www.transworks.com Email:
prakashg@transworks.com","Customer Interaction Services, Backoffice Processing",,www.transworks.com,prakashg@transworks.com
"Transworld Infotech Ltd,
Pune","Website: www.twilsoft.com Email:
dliles@twilsoft.com","Software Development, Application services provider,
IT Training, E-commerce",,www.twilsoft.com,dliles@twilsoft.com
"Traveljini.com Pvt Ltd,
Mumbai","Website: www.traveljini.com Email:
maneshpatel@traveljini.com",E - commerce Travel,,www.traveljini.com,maneshpatel@traveljini.com
"Tri Online Ltd., Orissa",Email: debasish13@yahoo.com,"Live answering combination services,
Outbound/Inbound campaigne, Email & IVR self help,
e-Commerce support",,,debasish13@yahoo.com
"Trident Infotech Corporation
Ltd., Chandigarh","Specialisation:
Website: www.tridentindia.com Email:
info@tridentindia.com","ERP solutions under Windows NT for Manufacturing
& Processing Industry, GUI based Total Branch
Automation for Banking Industry, Retail solution for
Garment (Govt. / Departmental) stores, Computer
Education",,www.tridentindia.com,info@tridentindia.com
"Trigent Software Ltd.,
Bangalore","Website: www.trigent.com Email:
jayesh_k@trigent.com","Web enablement and Internet solutions, E-business
integration, Application, development on Windows,
Unix, Linux and Windows-CE platofrms. Application,
development on Mainframe and Client Server
systems. Microsoft Certified, Solution Provider and
IBM Solution",,www.trigent.com,jayesh_k@trigent.com
"Trigyn Technologies Limited,
Mumbai",,"Client-server based commercial application
development, IBM mainframe projects, Web enabled
solutions",,,
"Trisoft System Pvt. Ltd, New
Delhi","Website: www.trisoft.net Email:
hemants@trisoftdesign.com","E- Commerce, WAP, CRM, Multimedia",,www.trisoft.net,hemants@trisoftdesign.com
"TVS eTechnology Limited,
Chennai","Website: www.tvsetech.com Email:
ss.swaminathan@ssg.tvse.co.in","Telecom Software, Embedded & device drivers",,www.tvsetech.com,ss.swaminathan@ssg.tvse.co.in
"U2Can Infosearch Pvt Ltd,
Pune",Email: gopal.amin@vsnl.com,"Information Technology, Back Office Operations,
Engineering Services, Verification & Validation",,,gopal.amin@vsnl.com
"Uberall Solutions (I) Ltd,
Pune","Website: www.myuberall.com Email:
sales@myuberall.coom","Enterprise application integration, Wireless
application, Supply chain, E-business solutions",,www.myuberall.com,sales@myuberall.coom
"UBICS India Pvt. Ltd.,
Bangalore","Website: www.ubics.com Email:
sundar@ubics.com","Software Development, ERP Implementataion,
Project Management",,www.ubics.com,sundar@ubics.com
"UEC SAIL Information
Technology Ltd., New Delhi","Website: www.usit.co.in Email:
brath@usit.co.in","ERP solutions for Sted, Metals and other process
industries, Customization and implementation of",,www.usit.co.in,brath@usit.co.in
,,"ORACLE and BAAN ERP, Off-shore development, E-
commerce, Inter net, Intranet and Others Web based
applications",,,
"Unitech Software Solutions
Ltd, New Delhi","Website: www.unissl.com Email:
info@unissl.com","Software development, Training & development,
Resource fulfilment, applucation service provider",,www.unissl.com,info@unissl.com
Company,Contact Address,Specialization,,,
"Universal Print Systems Ltd,
Bangalore","Website: www.upslit.com Email:
upslit@bir.vsnl.net.in","Web content development, Digitising, Portal Building,
Web application services",,www.upslit.com,upslit@bir.vsnl.net.in
"Universal Software
Technology Park (P) Ltd,
Kerela",Website: www.ustp.org Email: ustp@eth.net,"Enterprise Systems Management, E-business
solutions, IT Enabled Education, IT Enabled Services
( Content Mangement)",,www.ustp.org,ustp@eth.net
"UPTEC Computer
Consultancy Ltd., Lucknow","Website: www.uptecnet.com Email:
uptec@lw1.vsnl.net.in","Software Consultancy, Development and services,
Computer Training and Education, Management
Consultancy and Financial Services",,www.uptecnet.com,uptec@lw1.vsnl.net.in
"Usha Martin Infotech Ltd,
Gurgaon","Website: www.umitl.com Email:
h.bala@umitl.com","Software solutions provider, E-business, Telecom
OSS products, Software products",,www.umitl.com,h.bala@umitl.com
"UshaComm India Pvt. Ltd.,
Bangalore","Website: www.ushacomm.com Email:
amitava.dutta@ushacomm.co.in",Telecom Software,,www.ushacomm.com,amitava.dutta@ushacomm.co.in
"Ushus Technologies Pvt Ltd,
Trivandrum","Website: www.ushustech.com Email:
philip@ushustech.com","Client Server & Internet Technologies, Device Drives,
Realtime Embedded Systems, Engineering
Applications",,www.ushustech.com,philip@ushustech.com
"UTL Technologies Ltd.,
Hyderabad","Website: www.utlindia.com Email:
appaji@utlindia.com","Embedded Systems Development, e-Governance
applications, Telecom, Network maintenance, SCADA
Training, Protocol Stacks",,www.utlindia.com,appaji@utlindia.com
"V2 Infotech (India) Pvt. Ltd.,
Mumbai","Website: www.v2infotech.com Email:
arvind.lele@infotech.com","Customer Software Solution, eBusiness solution,
Web Design & Development, Offshore Projects,
Consulting, implementation & customisation",,www.v2infotech.com,arvind.lele@infotech.com
"Value Software
Technologies Pvt. Ltd.,
Chennai","Website: www.vastglobal.com Email:
vastindia@vastglobal.com","Year 2000 solutions, software maintenance and
migration, RDBMS, datawarehousing, datamining and
system integrations and networking, Business
process consultancy, re-engineering and euro
currency solutions, Software product development,
distribution, support",,www.vastglobal.com,vastindia@vastglobal.com
"vCustomer Services India
Pvt Ltd, New Delhi","Website: www.vcustomer.com Email:
bal@vcustomer.com","Customer service, Technical service",,www.vcustomer.com,bal@vcustomer.com
"Vedika Software Pvt. Ltd.,
Calcutta","Website: www.vedika.com Email:
kanchan@vedika.co.in","Packaged software, Internet web hosting",,www.vedika.com,kanchan@vedika.co.in
"Velocient Technologies
Limited, New Delhi","Website: www.velocient.com Email:
sandhya.verma@in.velocient.com","n Technology - Microsoft, Oracle & IBM, In Business -
ERP, E-commerce, Telecom, Insurance, Professional
Services, Conversion & Migration Services",,www.velocient.com,sandhya.verma@in.velocient.com
"Venire IT Ltd., Gurgaon","Website: www.venire-it.com Email:
cks@venire.com","Application Development & maintenance, E-business
Application Software & Solutions",,www.venire-it.com,cks@venire.com
"Vetri Software (India) Ltd.,
Chennai",Email: ranjit@shafika.vetri.com,"Electronic Media Service(EMS), Systems & Software
Services (SSW), Forms Processing Services
(FORMS), Professional Services (PS)",,,ranjit@shafika.vetri.com
"VGL Softech Limited, Jaipur","Website: www.vglsoftech.com Email:
sales@vglsoftech.com","Product Development, Development of Software ,
Costomisal Software Development",,www.vglsoftech.com,sales@vglsoftech.com
"Vibgyor Graphics &
Research Centre Ltd.,
Chennai","Website: www.vibgyor.com Email:
periyar@vsnl.com","Web technologies, ERP solutions, Multimedia
development, Software product development",,www.vibgyor.com,periyar@vsnl.com
"Videsh Sanchar Nigam
Limited, Mumbai","Website: www.vsnl.net.in Email:
skg@vsnl.com","Providing and maintaining international telecom
services in India.",,www.vsnl.net.in,skg@vsnl.com
"Vijay Mukhi's Computer
Institute, Mumbai",,Training,,,
Virmati Software &,Website: www.virmati.com Email:,"Bank Automation, Web Design",,www.virmati.com,
"Telecommunications Ltd.,
Ahmedabad","vbcs@vsnl.com/virmati@blarenetonline.co
m",,,,
"Visesh Infosystems Limited,
Bangalore","Website: www.visesh.com Email:
visesh@giasbg01.vsnl.net.in","ERP solutions (own products Businessoft /
Businesspro), E-commerce services, Educational
services (E-commerce, ERP, Medical data",,www.visesh.com,visesh@giasbg01.vsnl.net.in
Company,Contact Address,Specialization,,,
,,"transcription), Offshore / onshore projects., IT
consultancy services",,,
"Vision Comptech Integrators
Ltd, Calcutta","Website: www.visioncomputech.com Email:
pdg@visioncomputech.com","Onsite/offshore consultancy & projects, systems
programming, systems integration, training",,www.visioncomputech.com,pdg@visioncomputech.com
"Vision Healthsource (I) Pvt.
Ltd., Chennai","Website: www.vision-healthsource.com
Email: vardhmanj@vision-healthsource.com","Heathcare ITES Domain Expertise, Account
Receivables & Collections, Insurance Clains
Processing, Payor Services",,www.vision-healthsource.com,vardhmanj@vision-healthsource.com
"Vispark Solutions (I) Pvt Ltd,
Coimbatore","Website: www.vispark.com Email:
vsairam@vispark.com","Web Technology, Database Solutions, Data
Communication & Networking, Training",,www.vispark.com,vsairam@vispark.com
"Visual Web Solutions Ltd,
Bangalore","Website: www.vwebsol.com Email:
aditya@vwebsol.com","Electronic Banking, Security Solutions, E-commerce,
Financial Services",,www.vwebsol.com,aditya@vwebsol.com
"VisualSoft Technologies
Ltd., Hyderabad","Website: www.visualsoft-india.com Email:
info@vsofti.stph.net","E-commerce, Intranet / Extranet, Enterprise solutions
(N Tier), Euro solutions",,www.visualsoft-india.com,info@vsofti.stph.net
"VJIL Consulting Limited,
Secunderabad","Website: www.vjil.com Email:
satish@vjil.com","Client-server application development and
maintenance, Information engineering, Internet /
Intranet / Groupware",,www.vjil.com,satish@vjil.com
"vMoksha Technologies Pvt
Ltd, Bangalore","Website: www.vmoksha.com Email:
info@vmoksha.com","E-business, E-Infrastructure",,www.vmoksha.com,info@vmoksha.com
"vSplash TechWorks Pvt Ltd,
Hyderabad","Website: www.vsplash.com Email:
contact@vsplash.com","Consultancy, Packaged Software",,www.vsplash.com,contact@vsplash.com
"Vt Plex (India) Pvt. Ltd., New
Delhi","Website: www.vtplex.com Email:
prabir@vtplex.com","e-CRM (Convergent), Back-office processing,
Automated transaction processing",,www.vtplex.com,prabir@vtplex.com
"Vulcan Infotech, Mumbai","Website: www.vulcaninfotech.com Email:
vulcan.engnr@vel.sprintrpg.sprint.com","Web technologies, E-commerce, ERP, Data
processing, Software product development, Web
content development, CAD / CAM / CAE",,www.vulcaninfotech.com,vulcan.engnr@vel.sprintrpg.sprint.com
"VXL eTech Ltd, Bangalore","Website: www.vxletech.com Email:
maslekar@vxl.co.in/vxletech@vxl.co.in","E- Commerce, Networking & Communication,
Embedded Software, Data Warehousing & ERP",,www.vxletech.com,maslekar@vxl.co.in/vxletech@vxl.co.in
"Vyapin Software Systems
Pvt. Ltd., Chennai","Website: www.vyapin.com Email:
vyapin@vsnl.com","Internet Technologies, Windows NT Systems
Management, Client / Server Development,
I.T.Enabled Data Management Services",,www.vyapin.com,vyapin@vsnl.com
"Walchand Cricketnext.com
Limited, Mumbai","Website: www.cricketnext.com Email:
bcinamdar@walchandinfotech.com","Cricket News, Cricket Related E- Commerce, Cricket
Training & Promotion",,www.cricketnext.com,bcinamdar@walchandinfotech.com
"Walchand Infotech, Pune","Website: www.walchandinfotech.com
Email: rshanke@walchndinfotech.com","e-Commerce using Java & Microsoft Technologies,
Web-enabled Banking application, Turnkey Projects",,www.walchandinfotech.com,rshanke@walchndinfotech.com
"Weal Infotech Ltd.,
Hyderabad","Website: www.wealinfotech.com
Email: services@wealinfotech.com","Web-enabled solutions, VOIP call Centres, Wireless
Networking solutions, Portals",,www.wealinfotech.com,services@wealinfotech.com
"Web Development Company
Pvt Ltd, Calcutta","Website: www.dvlp.com
Email: sharma@dvlp.com","Web Designing & Development, IT Training, End to
End E-Commerce Solutions, Portal Development",,www.dvlp.com,sharma@dvlp.com
"Web Spiders (I) Pvt Ltd,
Calcutta","Website: www.webspiders.com
Email: kavita@webspiders.com","E-application development, web software
development, E-commerce solutions, strategic
consultancy",,www.webspiders.com,kavita@webspiders.com
"Webresource Pvt Ltd,
Mumbai","Website: www.webresourceindia.com
Email: ajay@webresourceindia.com","E-Commerce, Web Designing, Business to Business
Commerce, Web bosting",,www.webresourceindia.com,ajay@webresourceindia.com
"West Bengal Electronics
Industry Development
Corporation Ltd., Calcutta","Website: www.webel-india.com
Email: webel@giascl01.vsnl.net.in","Data Base Management Applications, Real Time
Software for Embedded Systems",,www.webel-india.com,webel@giascl01.vsnl.net.in
